section,row,pui,order_id,payment_id,amount,error,reason
error,409,5889,,,,"Payment mode not found: ""NEFT / RTGS""",
error,410,5351,,,,"Payment mode not found: ""Cheque""",
error,411,5819,,,,"Payment mode not found: ""Cheque""",
error,412,5895,,,,"Payment mode not found: ""Cheque""",
error,413,6361,,,,"Payment mode not found: ""Cheque""",
error,414,6274,,,,"Payment mode not found: ""Cheque""",
error,415,6442,,,,"Payment mode not found: ""Cheque""",
error,416,6441,,,,"Payment mode not found: ""Cheque""",
error,417,6440,,,,"Payment mode not found: ""Cheque""",
error,418,6431,,,,"Payment mode not found: ""Cheque""",
error,419,5975,,,,"Payment mode not found: ""Cheque""",
error,420,5960,,,,"Payment mode not found: ""NEFT / RTGS""",
error,421,5960,,,,"Payment mode not found: ""NEFT / RTGS""",
error,422,6031,,,,"Payment mode not found: ""Cheque""",
error,423,6088,,,,"Payment mode not found: ""Cheque""",
error,424,6450,,,,"Payment mode not found: ""UPI / QR Code""",
error,425,6450,,,,"Payment mode not found: ""UPI / QR Code""",
error,426,6450,,,,"Payment mode not found: ""UPI / QR Code""",
error,427,6450,,,,"Payment mode not found: ""Cash""",
error,428,6384,,,,"Payment mode not found: ""Cheque""",
error,429,6385,,,,"Payment mode not found: ""Cheque""",
error,430,6386,,,,"Payment mode not found: ""Cheque""",
error,431,6465,,,,"Payment mode not found: ""UPI / QR Code""",
error,432,6081,,,,"Payment mode not found: ""Cheque""",
error,433,6041,,,,"Payment mode not found: ""Cheque""",
error,434,6040,,,,"Payment mode not found: ""Cheque""",
error,435,6038,,,,"Payment mode not found: ""Cheque""",
error,436,6037,,,,"Payment mode not found: ""Cheque""",
error,437,6035,,,,"Payment mode not found: ""Cheque""",
error,438,6034,,,,"Payment mode not found: ""Cheque""",
error,439,5975,,,,"Payment mode not found: ""Cheque""",
error,440,5932,,,,"Payment mode not found: ""Cheque""",
error,441,5732,,,,"Payment mode not found: ""Cheque""",
error,442,5616,,,,"Payment mode not found: ""Cheque""",
error,443,5507,,,,"Payment mode not found: ""Cheque""",
error,444,6352,,,,"Payment mode not found: ""Cheque""",
error,445,6366,,,,"Payment mode not found: ""Cash""",
error,446,6429,,,,"Payment mode not found: ""Cheque""",
error,447,6432,,,,"Payment mode not found: ""Cash""",
error,448,6417,,,,"Payment mode not found: ""UPI / QR Code""",
error,449,6271,,,,"Payment mode not found: ""Cheque""",
error,450,6272,,,,"Payment mode not found: ""Cheque""",
error,451,6240,,,,"Payment mode not found: ""Cheque""",
error,452,5925,,,,"Payment mode not found: ""Loan Payment""",
error,453,6414,,,,"Payment mode not found: ""Cheque""",
error,454,6378,,,,"Payment mode not found: ""Cash""",
error,455,5744,,,,"Payment mode not found: ""NEFT / RTGS""",
error,456,6270,,,,"Payment mode not found: ""NEFT / RTGS""",
error,457,6350,,,,"Payment mode not found: ""Cash""",
error,458,6248,,,,"Payment mode not found: ""Cash""",
error,459,6365,,,,"Payment mode not found: ""Cheque""",
error,460,6238,,,,"Payment mode not found: ""Cash""",
error,461,6314,,,,"Payment mode not found: ""Cash""",
error,462,5627,,,,"Payment mode not found: ""Cash""",
error,463,6351,,,,"Payment mode not found: ""Cash""",
error,464,6282,,,,"Payment mode not found: ""Loan Payment""",
error,465,6280,,,,"Payment mode not found: ""Cheque""",
error,466,5780,,,,"Payment mode not found: ""Cheque""",
error,467,5888,,,,"Payment mode not found: ""Cheque""",
error,468,6248,,,,"Payment mode not found: ""UPI / QR Code""",
error,469,5643,,,,"Payment mode not found: ""UPI / QR Code""",
error,470,5643,,,,"Payment mode not found: ""UPI / QR Code""",
error,471,5643,,,,"Payment mode not found: ""UPI / QR Code""",
error,472,5643,,,,"Payment mode not found: ""UPI / QR Code""",
error,473,6186,,,,"Payment mode not found: ""Cash""",
error,474,6266,,,,"Payment mode not found: ""Cash""",
error,475,6290,,,,"Payment mode not found: ""Cash""",
error,476,6349,,,,"Payment mode not found: ""UPI / QR Code""",
error,477,5883,,,,"Payment mode not found: ""Cheque""",
error,478,5599,,,,"Payment mode not found: ""Cheque""",
error,479,6204,,,,"Payment mode not found: ""UPI / QR Code""",
error,480,6304,,,,"Payment mode not found: ""Cheque""",
error,481,6218,,,,"Payment mode not found: ""Loan Payment""",
error,482,5673,,,,"Payment mode not found: ""NEFT / RTGS""",
error,483,5673,,,,"Payment mode not found: ""NEFT / RTGS""",
